seller_id,seller_state,seller_city,total_orders,unique_products,total_revenue,profit_proxy,avg_price,avg_review_score,on_time_pct,freight_ratio_pct
2138ccb85b11a4ec1e37afbd1c8eda1f,SP,sao paulo,388,157,12108.21,6180.7,28.83,3.92,102.3,49.0
87b740daf17b5d1be335a64164ec6842,SP,suzano,11,8,12099.89,10844.95,1099.99,3.73,90.9,10.4
7202e2ba20579a9bd1acb29e61fe71f6,SP,franca,51,19,12085.7,10954.19,228.03,3.94,98.0,9.4
70c27847eca8195c983ed7e798c56743,RJ,rio de janeiro,77,20,12077.52,10625.86,123.24,4.2,115.6,12.0
ff063b022a9a0aab91bad2c9088760b7,SP,santo andre,94,9,12076.5,10091.73,125.8,4.28,98.9,16.4
a7f13822ceb966b076af67121f87b063,SP,itaquaquecetuba,73,31,12017.69,9054.95,143.07,3.49,108.2,24.7
e8b3a3a38279a82f0e5d006d5e5b7d2c,PR,jussara,80,48,11962.3,10300.34,139.1,3.94,102.5,13.9
8b8cfc8305aa441e4239358c9f6f2485,PR,londrina,15,6,11892.0,10673.3,792.8,4.2,86.7,10.2
701938c450705b8ae65fc923b70f35c7,SP,s jose do rio preto,74,9,11879.29,8107.69,107.02,3.75,141.9,31.7
7901646fdd36a55f564ffaf2dbccaaf7,RJ,rio de janeiro,22,12,11857.08,11235.33,439.15,4.44,104.5,5.2
09f952a5f58d2285b0372551ae8f9b01,SP,sao bernardo do campo,50,11,11821.5,10296.54,211.1,3.88,106.0,12.9
48436dade18ac8b2bce089ec2a041202,SP,volta redonda,134,22,11821.11,8980.21,80.42,4.13,102.2,24.0
adbc26658d6c7b4b6219f9d934598091,PR,curitiba,88,9,11806.4,9920.55,128.33,4.05,88.6,16.0
72c5da29406b4234927b81855e7b64f6,SP,guarulhos,31,6,11798.69,10944.91,380.6,4.13,96.8,7.2
128639473a139ac0f3e5f5ade55873a5,PR,maringa,527,66,11795.85,2116.16,21.29,4.2,98.5,82.1
ce7d1888639e6fb06b2749cbfdac1ff7,MG,baependi,78,14,11793.89,8711.24,140.4,4.11,98.7,26.1
bba3293d6f5d5af2f415e004e8b93ae3,SP,sao paulo,17,7,11702.1,11375.41,688.36,4.29,94.1,2.8
e26901d5ab434ce92fd9b5c256820a4e,SP,maua,197,16,11601.5,8721.37,53.96,4.14,106.6,24.8
25e6ffe976bd75618accfe16cefcbd0d,SP,sao paulo,106,53,11552.62,9865.44,100.46,4.42,102.8,14.6
c4d51195486dc781531876a7d00453d8,SP,presidente prudente,17,6,11468.98,10899.61,674.65,3.94,70.6,5.0
d1b65fc7debc3361ea86b5f14c68d2e2,SP,mogi guacu,39,30,11413.17,10003.02,285.33,4.65,97.4,12.4
b4f8921fcc4ff77b66bea6dda43dcd51,RS,caxias do sul,18,16,11395.05,9926.69,569.75,4.6,105.6,12.9
82e0a475a88cc9595229d8029273f045,SP,sao paulo,41,38,11346.62,9791.92,135.08,3.35,192.7,13.7
0be8ff43f22e456b4e0371b2245e4d01,SP,sao paulo,156,119,11336.0,8827.51,64.78,3.97,105.1,22.1
c60b801f2d52c7f7f91de00870882a75,SP,guarulhos,39,16,11296.5,10598.06,289.65,3.44,79.5,6.2
cab85505710c7cb9b720bceb52b01cee,SP,sao paulo,201,28,11239.4,8376.05,54.56,4.34,100.0,25.5
1d8dbc4f32378d715c717c1c1fc57bae,PR,arapongas,91,25,11205.99,9120.84,115.53,3.93,96.7,18.6
6cd68b3ed6d59aaa9fece558ad360c0a,MG,belo horizonte,149,54,11188.57,8658.68,71.26,4.45,103.4,22.6
80e6699fe29150b372a0c8a1ebf7dcc8,PR,pinhais,96,32,11119.66,8452.51,113.47,4.35,97.9,24.0
ccb83a794700270fde70898fe9ff368b,SC,sombrio,12,2,11062.0,9338.27,921.83,4.33,83.3,15.6
5a8e7d5003a1f221f9e1d6e411de7c23,SP,campinas,137,69,11042.1,8375.4,61.69,4.19,122.6,24.2
8d956fec2e4337affcb520f56fd8cbfd,SP,sao bernardo do campo,210,52,11025.13,7703.76,48.36,4.21,97.6,30.1
95e03ca3d4146e4011985981aeb959b9,RJ,rio de janeiro,172,54,10964.96,7745.7,57.11,4.01,108.1,29.4
23d7c96d4a1160db1c726b248601b25a,SP,capivari,50,40,10868.14,9561.98,205.06,3.92,92.0,12.0
dd2bdf855a9172734fbc3744021ae9b9,MG,belo horizonte,105,43,10866.9,8850.75,97.9,3.82,100.0,18.6
7ea5bfa6c340f58f8e71fc1f0412b0d6,MG,belo horizonte,96,8,10838.41,9206.56,106.26,4.14,99.0,15.1
0ea22c1cfbdc755f86b9b54b39c16043,MG,sete lagoas,234,151,10826.3,6490.63,39.66,4.35,115.0,40.0
813348c996469b40f2e028d5429d3495,SP,jundiai,172,4,10813.53,7355.83,55.45,4.01,108.1,32.0
c9c7905cffc4ef9ff9f113554423e671,SP,itapecerica da serra,127,22,10712.18,8566.94,76.52,4.16,97.6,20.0
6973a06f484aacf400ece213dbf3d946,SP,sao jose dos campos,89,12,10593.1,9274.51,96.3,3.67,102.2,12.4
c864036feaab8c1659f65ea4faebe1da,PR,campo largo,58,29,10454.2,8608.63,180.24,4.57,96.6,17.7
54965bbe3e4f07ae045b90b0b8541f52,PR,foz do iguacu,73,52,10351.7,8275.44,127.8,3.07,75.3,20.1
ea566164622c6b439516ab18062c42cd,SP,sao  paulo,50,19,10309.42,9450.86,198.26,3.75,80.0,8.3
33a6f4b1e7cdc205511e76ba1b6e0186,SP,guarulhos,105,15,10295.01,8406.11,81.71,4.36,118.1,18.3
f262cbc1c910c83959f849465454ddd3,SP,sao paulo,189,80,10199.86,7744.82,50.0,4.12,97.9,24.1
b499c00f28f4b7069ff6550af8c1348a,SP,limeira,147,67,10192.17,7668.62,55.69,4.23,110.2,24.8
1c5e4e49b9079480255b49d50aac1aa9,SP,santos,12,8,10173.11,9283.5,847.76,4.33,100.0,8.7
c510bc1718f0f2961eaa42a23330681a,SP,indaiatuba,12,11,10141.0,9430.55,845.08,4.25,100.0,7.0
9d5a9018aee56acb367ba9c3f05d1d6a,GO,aparecida de goiania,66,22,10119.98,8448.57,129.74,4.44,116.7,16.5
7b1222c3624aa89b9558b50a2594188c,SP,sao jose do rio preto,22,9,10103.52,9645.95,459.25,4.45,86.4,4.5
5882820ef11c4c068eea0677a7a879b4,RS,caxias do sul,14,6,9925.5,9186.19,708.96,4.15,92.9,7.4
0df3984f9dfb3d49ac6366acbd3bbb85,MG,betim,86,25,9891.49,8408.44,112.4,4.34,101.2,15.0
9d4db00d65d7760644ac0c14edb5fd86,SP,sorocaba,97,41,9845.71,8336.12,99.45,4.54,97.9,15.3
5343d0649eca2a983820bfe93fc4d17e,SP,santo andre,70,48,9819.02,7443.95,89.26,3.64,142.9,24.2
f3b80352b986ab4d1057a4b724be19d0,DF,brasilia,86,4,9815.1,7688.84,107.86,4.16,105.8,21.7
5058e8c1e82653974541e83690655b4a,SP,itaquaquecetuba,62,30,9812.83,6804.2,127.44,3.08,108.1,30.7
bd23da7354813347129d751591d1a6e2,SP,sao paulo,86,9,9794.5,8388.91,111.3,4.14,97.7,14.4
17ca9b9e9b9ef8fdb529001b49ebb50f,MG,betim,115,46,9719.83,7355.7,75.35,4.04,109.6,24.3
e96498ed8daaa3e9c23f7a62da76591c,SP,sao paulo,34,23,9619.09,8905.99,282.91,3.94,85.3,7.4
3db66a856d18a9cba7c9241fc5221c50,MG,ponte nova,94,38,9618.1,7541.24,97.15,4.17,93.6,21.6
e7df4cd29ab5abab70fb0783ddb53987,SP,sao paulo,23,21,9608.7,9195.33,400.36,4.29,87.0,4.3
ef506c96320abeedfb894c34db06f478,SP,sao paulo,316,115,9596.49,4483.39,28.82,3.93,96.2,53.3
b2ac621f0d0322434d04a12b078b9369,PR,curitiba,30,13,9575.5,8794.11,319.18,4.4,90.0,8.2
4830e40640734fc1c52cd21127c341d4,SP,sao paulo,204,52,9550.48,6509.22,44.63,4.19,98.0,31.8
1c129092bf23f28a5930387c980c0dfc,SP,sao paulo,200,15,9528.62,6507.05,43.51,4.18,104.0,31.7
ce27a3cc3c8cc1ea79d11e561e9bebb6,SP,sao paulo,122,39,9465.45,7310.78,62.69,4.12,121.3,22.8
4e7c18b98d84e05cbae3ff0ff03846c2,SP,jaboticabal,81,31,9445.9,6535.13,104.95,4.18,106.2,30.8
01cf7e3d21494c41fb86034f2e714fa1,PR,francisco beltrao,59,21,9439.56,7475.11,145.22,4.19,105.1,20.8
3c487ae8f8d7542beff5788e2e0aea83,DF,gama,30,11,9385.7,8666.05,284.42,3.91,106.7,7.7
31344c16881c08a8a72c6d2eb29918c1,MG,uba,42,10,9365.8,7157.25,223.0,4.43,95.2,23.6
aaed1309374718fdd995ee4c58c9dfcd,SC,timbo,104,53,9345.45,7031.17,84.19,4.05,103.8,24.8
270297ead4c65a6cd2593960d2af6b21,SP,sao paulo,17,12,9344.4,8807.04,491.81,3.74,111.8,5.8
81a1104df0f08b59c68aa5b03cfe398e,PR,sao jose dos pinhais,72,17,9320.98,7526.53,129.46,4.31,94.4,19.3
7b07b3c7487f0ea825fc6df75abd658b,SP,sao paulo,91,65,9259.47,7966.78,96.45,4.4,101.1,14.0
ca3bd7cd9f149df75950150d010fe4a2,SP,sao paulo,68,51,9253.47,5934.58,68.54,3.79,194.1,35.9
aafe36600ce604f205b86b5084d3d767,SC,sao jose,129,30,9251.4,6829.6,70.62,4.38,96.9,26.2
d71d863e5ef30d94e440c11be17dcd8f,SP,osasco,23,6,9246.9,8573.71,308.23,3.57,117.4,7.3
7040e82f899a04d1b434b795a43b4617,SP,sao paulo,208,59,9213.7,6090.44,41.32,3.59,97.6,33.9
cb8bcce248bb1fb274ba762d8b971456,MG,santa rita do sapucai,66,5,9152.4,7952.31,136.6,4.34,100.0,13.1
dd7ddc04e1b6c2c614352b383efe2d36,SP,sao paulo,121,40,9148.61,6272.04,64.43,3.78,100.0,31.4
6c12e40690c335dbc2f68a4134d30dc1,PR,castro,16,12,9139.2,8654.14,507.73,4.06,112.5,5.3
0db783cfcd3b73998abc6e10e59a102f,SP,santos,132,14,9077.4,7078.25,66.26,4.21,100.0,22.0
06df0c10d34e459d9672bc77388742eb,PR,maringa,26,1,9070.0,8544.23,302.33,4.37,103.8,5.8
048c2757535328e0d7dac690ad3c0aae,SP,franca,50,20,9065.08,7817.75,181.3,4.24,86.0,13.8
5b8154610ebb21fb90eb587365e673df,SP,sao jose dos campos,37,17,9048.05,7999.38,226.2,4.17,91.9,11.6
624f4ece8da4aafb77699233d480f8ef,SP,sao paulo,52,9,9046.0,7340.45,167.52,4.19,96.2,18.9
8b28d096634035667e8263d57ba3368c,SP,sao jose dos campos,139,47,9025.3,6517.56,59.77,3.9,94.2,27.8
403aa86912527d730337ffcb0fb096ab,MG,belo horizonte,11,6,8959.89,8755.27,814.54,4.0,100.0,2.3
066a6914e1ebf3ea95a216c73a986b91,PR,foz do iguacu,66,44,8956.38,7301.2,124.39,3.97,104.5,18.5
8e8a7ce9f2f970dc00e2acf6f6e199f6,RJ,sao goncalo,63,6,8956.0,7793.52,137.78,3.98,92.1,13.0
f27e33c6d29b5138fa9967bcd445b6d5,SP,sao paulo,93,22,8888.3,7294.35,90.7,4.09,94.6,17.9
6d803cb79cc31c41c4c789a75933b3c7,SP,sao joaquim da barra,58,17,8886.3,7645.97,130.68,4.28,110.3,14.0
32b8764b4ef628b53608fc34011fcc13,SC,lages,36,11,8884.0,5913.58,233.79,4.24,97.2,33.4
5f2684dab12e59f83bef73ae57724e45,SP,sao paulo,67,28,8870.97,7761.22,121.52,3.75,103.0,12.5
d03698c2efd04a549382afa6623e27fb,BA,ilheus,18,14,8865.47,8086.32,422.17,4.52,111.1,8.8
f80edd2c5aaa505cc4b0a3b219abf4b8,SP,sao paulo,116,23,8855.5,5920.38,70.84,4.14,100.9,33.1
af4a0e4cfe1d9c26b6712b1be25a72e5,MG,mateus leme,21,17,8757.98,8164.36,336.85,3.5,114.3,6.8
1da3aeb70d7989d1e6d9b0e887f97c23,SP,sao paulo,261,152,8717.54,4526.46,26.74,4.07,118.8,48.1
9b013e03b2ab786505a1d3b5c0756754,SP,vicente de carvalho,170,56,8714.55,6158.27,39.61,4.06,122.4,29.3
b1a81260566c1bac3114a6d124413f27,RS,carazinho,51,26,8684.69,7119.18,160.83,4.22,103.9,18.0
562fc2f2c2863ab7e79a9e4388a58a14,SP,campinas,255,36,8659.25,4434.29,32.68,4.25,100.4,48.8
a49928bcdf77c55c6d6e05e09a9b4ca5,SP,sao paulo,96,3,8646.9,6919.98,83.14,2.97,81.3,20.0
17306570e772e7718c92a562d33f5f1d,SP,bariri,27,20,8640.0,7864.09,288.0,3.77,103.7,9.0
fffd5413c0700ac820c7069d66d98c89,SP,amparo,57,28,8535.0,5944.7,147.16,3.91,87.7,30.3
7d456afc660226829370f3173d14520c,SP,mogi das cruzes,55,22,8456.25,6963.99,92.93,4.27,156.4,17.6
6c7d50c24b3ccd2fd83b44d8bb34e073,SP,presidente prudente,112,12,8445.96,5768.13,67.03,4.44,110.7,31.7
259f7b5e6e482c230e5bfaa670b6bb8f,SP,poa,136,24,8429.13,5723.12,51.71,4.27,117.6,32.1
b92e3c8f9738272ff7c59e111e108d7c,MG,uba,62,36,8350.99,5916.03,117.62,4.07,111.3,29.2
5b925e1d006e9476d738aa200751b73b,SP,sao paulo,63,8,8315.5,7210.15,125.99,4.61,98.4,13.3
054694fa03fe82cec4b7551487331d74,SP,itajobi,20,14,8286.1,7625.86,394.58,3.29,75.0,8.0
db2956745b3a8e9f3785c99f34b5d25e,SP,sao sebastiao,45,6,8261.0,7313.74,179.59,3.8,91.1,11.5
fdb9095204a334cd8872252ffec6f2db,SP,sao paulo,46,14,8246.0,7097.24,133.0,4.13,128.3,13.9
cbd996ad3c1b7dc71fd0e5f5df9087e2,SP,sao jose do rio preto,160,13,8217.5,5445.56,43.48,4.13,108.1,33.7
784ba75dd9d20200c4caed3d7a77141a,SP,sao paulo,19,11,8168.32,7553.2,355.14,3.87,110.5,7.5
4371b634e0efc0e22b09b52907d9d469,SP,sao paulo,101,39,8168.0,6690.99,73.59,4.44,102.0,18.1
67883baaae6134ee81b271a542613728,SP,sao paulo,19,16,8167.9,7839.78,429.89,4.11,84.2,4.0
86bb7c4b535e49a541baf3266b1c95b1,SP,franca,16,5,8162.4,7837.58,510.15,3.2,81.3,4.0
52d76513f0c4d97f3b99570e2c94ee31,RS,novo hamburgo,19,15,8153.1,7263.84,291.18,3.88,142.1,10.9
33a17d60c64393351ebf1ef860f4e0f2,RS,porto alegre,43,11,8152.48,6873.1,173.46,4.62,107.0,15.7
93dc87703c046b603023e75222018b45,MG,belo horizonte,33,25,8149.35,7500.36,239.69,4.16,93.9,8.0
4bfc7a4a1cf8d4d2121c27422d9e50b5,SP,sao paulo,26,7,8124.4,7057.21,203.11,4.22,150.0,13.1
6c177e38df6d3f34182b1f1d427231bf,PR,curitiba,53,20,8112.89,7110.73,150.24,4.15,98.1,12.4
fcb5ace8bcc92f75707dc0f01a27d269,SP,guarulhos,59,41,8036.45,7122.24,113.19,3.91,116.9,11.4
b1fc4f64df5a0e8b6913ab38803c57a9,RJ,sao goncalo,107,5,7994.74,5848.49,66.07,3.78,100.0,26.8
5656537e588803a555b8eb41f07a944b,DF,brasilia,171,72,7952.15,4611.07,42.75,3.82,100.6,42.0
903037660cf848a717166eb7a06d616e,SP,sao paulo,44,35,7935.18,6851.19,134.49,3.81,113.6,13.7
3078096983cf766a32a06257648502d1,SP,scao jose do rio pardo,56,37,7910.84,6540.59,129.69,4.3,103.6,17.3
972d0f9cf61b499a4812cf0bfa3ad3c4,SC,brusque,81,15,7910.42,5809.69,91.98,2.96,93.8,26.6
750303a20e9c56b2a6bc45cdce0b897d,GO,goiania,53,37,7876.0,6587.18,140.64,4.34,101.9,16.4
bbf9ad41dca6603e614efcdad7aab8c4,CE,fortaleza,14,4,7846.0,7069.74,560.43,4.5,100.0,9.9
725c32fa80c2faacc4fc88450d27314e,SP,sao paulo,89,36,7838.88,6511.1,84.29,4.54,103.4,16.9
8476243f92442881ddd5b578975cf115,RS,campo bom,12,4,7838.0,7562.97,653.17,4.08,91.7,3.5
2dee2ce60de9709b1a24083217181a1f,MT,sinop,54,8,7784.5,5724.44,141.54,4.36,98.1,26.5
b18dc380845b24038cfc48006478f099,SP,diadema,43,12,7753.96,6957.09,161.54,4.3,95.3,10.3
7bac63f6603d382cc8d0832eb6c100a8,SP,sao paulo,19,11,7751.95,7389.3,408.0,4.0,84.2,4.7
6fd52c528dcb38be2eea044946b811f8,SP,sao paulo,67,48,7743.02,6604.46,92.18,3.5,111.9,14.7
257e61d3251fb5efb9daadddbc2cf7ca,PR,apucarana,12,12,7729.0,6651.82,644.08,4.75,100.0,13.9
ebd2d60905fb58271facef5596b620d3,SP,lencois paulista,82,39,7713.02,6075.64,90.74,4.24,100.0,21.2
3bb548e3cb7f70f28e3f11ee9dce0e59,PR,maringa,46,22,7690.02,6793.23,145.09,3.98,115.2,11.7
2089a6d640999f9b9141ac719b2af596,SP,sao carlos,41,22,7676.02,7035.41,187.22,3.93,85.4,8.3
08633c14ef2db992c11f840f04fad4cd,SP,ribeirao pires,74,16,7644.3,6219.78,78.81,4.24,123.0,18.6
73a63f72308aa20a46f4b1632018f196,PR,curitiba,27,15,7640.8,6643.5,218.31,4.32,129.6,13.1
4e17c65a516f69d023a2ae78b84f28d6,SP,suzano,61,47,7639.26,6483.72,103.23,4.08,108.2,15.1
058fd0aa2bfdb2274e05e1ae971dabb6,SP,santo andre,60,11,7631.9,6745.19,119.25,4.38,98.3,11.6
9596c870880d900012f2e8e6e30d06d7,MG,varginha,21,11,7625.35,5878.99,331.54,4.17,104.8,22.9
e5a3438891c0bfdb9394643f95273d8e,SP,limeira,216,179,7597.56,4283.38,30.51,3.87,94.0,43.6
0432ead42b6c8a0bdf68154add917fdf,SP,maua,82,53,7574.4,6394.4,87.06,4.55,102.4,15.6
42bde9fef835393bb8a8849cb6b7f245,DF,brasilia,34,15,7574.0,6806.63,194.21,4.28,111.8,10.1
8a432f4e5b471f8da497d7dc517666e2,SP,presidente prudente,95,48,7555.0,5589.89,71.27,4.2,104.2,26.0
7008613ea464bad5cb9b83456e1e6a8f,SC,canoinhas,123,19,7538.7,4589.36,49.6,4.29,118.7,39.1
640e21a7d01df7614a3b4923e990d40c,SP,ibitinga,115,12,7528.89,5097.23,55.36,4.29,110.4,32.3
c26a2be5b53b7db6b276280da212a779,RJ,nova friburgo,13,4,7482.0,6675.15,415.67,2.72,138.5,10.8
062ce95fa2ad4dfaedfc79260130565f,RS,lajeado,54,14,7479.1,6294.77,126.76,4.02,105.6,15.8
bd0389da23d89b726abf911cccc54596,DF,brasilia,87,57,7472.16,5815.85,83.02,4.2,95.4,22.2
a420f60ff1aa9acc80d0e42959f2b313,SP,sao paulo,67,23,7443.3,6343.33,107.87,3.93,94.0,14.8
7a241947449cc45dbfda4f9d0798d9d0,MG,jacutinga,56,15,7434.66,5559.68,112.65,3.78,110.7,25.2
0bae85eb84b9fb3bd773911e89288d54,SP,itajai,136,45,7433.56,4526.56,51.27,4.23,105.9,39.1
8648b1e89e9b349e32d3741b30ec737e,SP,jacarei,93,54,7427.65,5965.39,72.82,4.13,98.9,19.7
18a349e75d307f4b4cc646a691ed4216,SP,sao paulo,109,40,7425.21,5534.55,58.01,3.52,111.0,25.5
512d298ac2a96d1931b6bd30aa21f61d,RJ,rio de janeiro,11,8,7401.94,7080.01,616.83,4.25,109.1,4.3
e0a366315b1b726b6c7832d664c0f530,SP,sao paulo,43,21,7400.09,6655.01,145.1,4.33,114.0,10.1
d51e0a403fe2e689ece6c73359d96e12,SP,pompeia,18,5,7380.0,6732.43,295.2,4.32,127.8,8.8
b410bdd36d5db7a65dcd42b7ead933b8,GO,goiania,42,2,7368.9,6418.09,175.45,4.81,97.6,12.9
381c83fdca332ea6afd896da20bf6e4a,PR,curitiba,46,37,7355.8,6356.59,159.91,4.39,95.7,13.6
a2e874074c877c5a05abae80ad6e488f,SP,sao jose do rio preto,40,18,7355.0,6249.66,175.12,4.19,100.0,15.0
aced59e9b31ef866a94f9e7f29d8d418,SP,sao paulo,61,19,7302.7,6237.96,105.84,4.43,104.9,14.6
b347677812ea483b0f528eaf8cbc09b7,PR,curitiba,21,11,7288.99,6526.64,347.09,4.52,100.0,10.5
4aba391bc3b88717ce08eb11e44937b2,BA,arraial d'ajuda (porto seguro),27,25,7286.88,6526.32,260.25,4.0,88.9,10.4
e333046ce6517bd8bb510291d44f0130,SP,ipaussu,68,47,7268.0,5836.68,98.22,4.39,102.9,19.7
6a51fc556dab5f766ced6fbc860bc613,SP,marilia,24,18,7217.87,6470.73,232.83,4.13,120.8,10.4
cee48807215b30a12ca2ca10ffb5f250,SP,guaruja,39,27,7212.23,6298.94,180.31,3.7,87.2,12.7
d624126b9206f595fb3fbb6ba03b28a8,PR,curitiba,23,13,7198.8,6629.1,257.1,4.33,117.4,7.9
ade45994b717ccee333492330fbf037b,PR,umuarama,10,6,7196.0,6912.37,719.6,4.5,100.0,3.9
dbb9b48c841a0e39e21f98e1a6b2ec3e,SP,sao paulo,108,55,7186.85,5605.44,60.91,4.2,104.6,22.0
cc63f0dd2acba93ffed4fe9f8e0321fa,SP,sao jose do rio preto,55,17,7096.71,5696.74,112.65,4.05,114.5,19.7
febab0275244b9a49a623f0bd613ca2f,SP,pedreira,106,45,7094.82,4188.33,56.31,4.32,114.2,41.0
54065e9aef7e9e9c2dc23b7594db021a,RJ,rio de janeiro,12,10,7079.0,6836.22,589.92,4.33,100.0,3.4
d13e50eaa47b4cbe9eb81465865d8cfc,SP,santo andre,66,7,7073.05,6238.55,104.02,4.81,81.8,11.8
014c0679dd340a0e338872e7ec85666a,MG,timoteo,14,10,7058.0,6429.69,470.53,3.67,92.9,8.9
7722b1df1b0e383e000397b2c11e3e19,SP,sao bernardo do campo,133,76,7046.6,4987.12,48.93,4.22,105.3,29.2
f1fd5ab1181f827ffad998c1a5de7d74,PR,curitiba,15,11,7045.99,6214.02,469.73,4.67,100.0,11.8
dd55f1bb788714a40e7954c3be6df745,SP,sao paulo,35,10,7041.76,6382.34,190.32,3.81,88.6,9.4
679769a98cfcc6da877c8486ff1c13f3,MG,ipatinga,21,2,7029.0,6590.61,334.71,4.57,100.0,6.2
d98eec89afa3380e14463da2aabaea72,RS,porto alegre,168,26,7008.52,3720.72,38.09,4.29,107.1,46.9
36a968b544695394e4e9d7572688598f,SP,santos,148,39,6999.37,4930.45,44.58,3.73,101.4,29.6
b8630e1121437d41cb08e3c749c2c2e2,RJ,duque de caxias,12,6,6988.0,6641.9,582.33,4.33,83.3,5.0
30829ded4523ab9224b93bc49a62c95f,RS,parai,18,13,6911.71,6273.71,222.96,3.58,166.7,9.2
d9bd94811c3338dceb4181f3dbc0c73e,SP,sao paulo,54,20,6911.02,6139.93,113.3,4.82,100.0,11.2
5b67882648febfb6e1225e6ad7164f6b,PR,umuarama,27,24,6813.48,6194.54,227.12,4.03,107.4,9.1
40d54b51e962dbe09cabbcfd33298dee,SP,santo andre,30,13,6785.56,6247.87,218.89,3.9,103.3,7.9
ececbfcff9804a2d6b40f589df8eef2b,SP,franca,97,61,6771.14,4911.15,65.11,4.13,96.9,27.5
ff1fb4c404b2efe68b03350a8dc24122,SP,mogi das cruzes,46,21,6771.0,5875.05,138.18,4.06,91.3,13.2
b4ffb71f0cb1b1c3d63fad021ecf93e1,SP,sao paulo,143,97,6759.83,4167.21,39.53,4.04,116.8,38.4
3340ef1913fb70d28420f6ceb685c339,PR,maringa,32,15,6731.15,5980.75,160.27,4.33,118.8,11.1
31ae0774c17fabd06ff707cc5bde005f,SP,americana,11,9,6719.85,5869.03,610.9,4.0,90.9,12.7
1127b7f2594683f2510f1c2c834a486b,SP,campinas,110,73,6703.7,4925.66,51.97,4.19,110.0,26.5
fa1a9dec3a9940c072684a46728bf1fc,SC,icara,55,35,6674.0,5472.29,111.23,3.98,109.1,18.0
33c51922b6e3c16b24a8f28e5833c99d,PR,londrina,18,11,6657.87,6289.86,332.89,4.28,105.6,5.5
aac29b1b99776be73c3049939652091d,MG,uberlandia,94,14,6654.46,4049.31,50.03,4.01,128.7,39.1
5670f4db5b62c43d542e1b2d56b0cf7c,SP,sao paulo,22,14,6630.09,6047.53,301.37,4.41,95.5,8.8
63b464dbf392c7b80d12d932fa7cafed,SP,sao paulo,36,17,6622.0,5761.16,174.26,3.76,100.0,13.0
609e1a9a6c2539919b8205cf7c4e6ff0,SC,brusque,87,69,6595.23,3908.04,50.73,3.6,146.0,40.7
751bdc4d83a466c7206cd42e8f426b03,SP,ribeirao pires,51,37,6592.94,5544.72,94.18,3.63,135.3,15.9
83e197e95a1bbabc8c75e883ed016c47,RJ,mage,46,19,6574.19,5612.86,121.74,4.74,115.2,14.6
58f1a6197ed863543e0136bdedb3fce2,MG,conselheiro lafaiete,42,11,6555.0,5522.45,152.44,4.12,100.0,15.8
5d0363b33554b373851fc1622e4d5f3c,SP,atibaia,93,54,6548.79,4373.31,69.67,4.09,92.5,33.2
11305281b50fff20ae8bb473f8e11876,MG,uba,35,18,6528.7,5084.19,163.22,4.35,100.0,22.1
e5e33c0d8e7e002f398f5dc4cbbb338f,SP,bauru,26,20,6494.9,5748.95,240.55,4.59,92.3,11.5
282f23a9769b2690c5dda22e316f9941,MG,belo horizonte,98,41,6464.28,4597.51,59.31,4.33,106.1,28.9
516e7738bd8f735ac19a010ee5450d8d,RJ,rio de janeiro,74,52,6463.19,5020.69,78.82,4.61,105.4,22.3
4c03b9dd4c11ee2cb35c96c49efc9420,SP,campo limpo paulista,48,5,6458.6,5614.87,134.55,4.11,97.9,13.1
57e632711dec9ec14ca7546769483e7e,SC,navegantes,62,20,6439.96,5216.6,97.58,4.42,106.5,19.0
92eb0f42c21942b6552362b9b114707d,SP,sao paulo,334,52,6416.41,1570.78,17.92,3.96,99.1,75.5
7dc8c42cc750eeafea6c85712ffee9bf,SP,sao paulo,41,16,6409.68,5374.27,128.19,4.26,117.1,16.2
376a891762bbdecbc02b4b6adec3fdda,GO,goiania,57,13,6406.23,5118.83,110.45,4.67,98.2,20.1
34056b8b55c1775a22af2331670a799c,SP,penapolis,77,58,6398.7,4647.19,83.1,4.04,88.3,27.4
dbdd0ec73a4817971d962698f2fea022,CE,fortaleza,16,3,6384.0,4593.2,399.0,4.38,93.8,28.1
4b5f66b7adcf57f1ecc0d3c07dd6b177,PR,vendas@creditparts.com.br,23,10,6381.78,5647.6,167.94,4.08,160.9,11.5
02f623a8eb246f3c5f7c2f96462654e6,SP,botucatu,44,23,6378.0,5548.37,144.95,4.56,90.9,13.0
1da366cade6d8276e7d8beea7af5d4bf,MG,uba,42,14,6348.59,4660.58,132.26,3.98,100.0,26.6
989becdce12ebc39863c2bceab6f3ca1,PR,curitiba,15,7,6302.9,5488.38,420.19,4.8,86.7,12.9
bd4889b5e9133b35b66e42a8665cea5c,SP,sao paulo,36,16,6271.9,5287.26,149.33,4.46,116.7,15.7
6b243f80ed07b10f0e8aa0f21a205f3c,PR,curitiba,79,31,6260.1,4712.8,70.34,4.02,108.9,24.7
ea67327e24487bdfac5fbfa37ea124df,SP,ibitinga,32,24,6250.18,5320.08,183.83,3.56,103.1,14.9
670c26e0f1bf8d0576271d5cfaec6d2b,PR,maringa,77,15,6250.1,4569.73,72.68,4.35,106.5,26.9
dee656f0f566ed1aa85bd137c943f08f,SP,cruzeiro,92,32,6212.08,4541.09,66.09,4.38,96.7,26.9
8a32e327fe2c1b3511609d81aaf9f042,SP,sao paulo,126,50,6139.1,3884.24,35.9,3.95,127.8,36.7
